date,point_id,lat,long,start_time,end_time,aru_sample,aru_id,cloud_cover,wind,rain,noise,ct_bearing,species_code,species_common_name,count,det_code,rel_bearing,distance,minute_detected,comments
05/04/2019,p6,46.961091,-88.156753,11:20,11:30,TRUE,swift03,0-33,2,Dry,0,0,GCKI,Golden-crowned Kinglet,2,S,90,1,0,
05/04/2019,p6,46.961091,-88.156753,11:20,11:30,TRUE,swift03,0-33,2,Dry,0,0,AMCR,American Crow,1,C,200,3,3,
05/04/2019,p6,46.961091,-88.156753,11:20,11:30,TRUE,swift03,0-33,2,Dry,0,0,RBNU,Red-breasted Nuthatch,1,S,220,3,7,
05/05/2019,p10,46.958969,-88.152196,08:37,08:47,TRUE,swift03,33-66,2,Dry,0,150,BRCR,Brown Creeper,1,C,90,1,0,
05/05/2019,p10,46.958969,-88.152196,08:37,08:47,TRUE,swift03,33-66,2,Dry,0,150,WTSP,White-throated Sparrow,3,S,300,3,0,
05/05/2019,p10,46.958969,-88.152196,08:37,08:47,TRUE,swift03,33-66,2,Dry,0,150,PUFI,Purple Finch,1,S,0,3,0,
05/05/2019,p10,46.958969,-88.152196,08:37,08:47,TRUE,swift03,33-66,2,Dry,0,150,WIWR,Winter Wren,2,S,30,3,1,
05/05/2019,p10,46.958969,-88.152196,08:37,08:47,TRUE,swift03,33-66,2,Dry,0,150,YBSA,Yellow-bellied Sapsucker,3,D,0,3,1,
05/05/2019,p10,46.958969,-88.152196,08:37,08:47,TRUE,swift03,33-66,2,Dry,0,150,BLJA,Blue Jay,2,C,NA,3,2,F
05/05/2019,p10,46.958969,-88.152196,08:37,08:47,TRUE,swift03,33-66,2,Dry,0,150,YRWA,Yellow-rumped Warbler,1,S,270,3,3,
05/05/2019,p10,46.958969,-88.152196,08:37,08:47,TRUE,swift03,33-66,2,Dry,0,150,DOWO,Downy Woodpecker,1,V,0,1,3,
05/05/2019,p10,46.958969,-88.152196,08:37,08:47,TRUE,swift03,33-66,2,Dry,0,150,AMRO,American Robin,1,S,90,3,4,
05/05/2019,p10,46.958969,-88.152196,08:37,08:47,TRUE,swift03,33-66,2,Dry,0,150,COGR,Common Grackle,3,V,NA,1,4,F
05/05/2019,p10,46.958969,-88.152196,08:37,08:47,TRUE,swift03,33-66,2,Dry,0,150,RBNU,Red-breasted Nuthatch,1,S,160,3,6,
05/05/2019,p10,46.958969,-88.152196,08:37,08:47,TRUE,swift03,33-66,2,Dry,0,150,FOSP,Fox Sparrow,1,S,90,3,8,
05/05/2019,p14,46.956999,-88.14472,09:10,09:20,TRUE,AM,33-66,2,Dry,1,0,YBSA,Yellow-bellied Sapsucker,3,V,0,1,0,
05/05/2019,p14,46.956999,-88.14472,09:10,09:20,TRUE,AM,33-66,2,Dry,1,0,RCKI,Ruby-Crowned Kinglet,6,V,0,1,0,
05/05/2019,p14,46.956999,-88.14472,09:10,09:20,TRUE,AM,33-66,2,Dry,1,0,WTSP,White-throated Sparrow,4,S,30,2,0,
05/05/2019,p14,46.956999,-88.14472,09:10,09:20,TRUE,AM,33-66,2,Dry,1,0,BRCR,Brown Creeper,2,S,0,2,1,
05/05/2019,p14,46.956999,-88.14472,09:10,09:20,TRUE,AM,33-66,2,Dry,1,0,WIWR,Winter Wren,1,S,0,3,1,
05/05/2019,p14,46.956999,-88.14472,09:10,09:20,TRUE,AM,33-66,2,Dry,1,0,BCCH,Black-capped Chickadee,3,C,120,2,2,
05/05/2019,p14,46.956999,-88.14472,09:10,09:20,TRUE,AM,33-66,2,Dry,1,0,YRWA,Yellow-rumped Warbler,1,S,270,3,7,
05/05/2019,p14,46.956999,-88.14472,09:10,09:20,TRUE,AM,33-66,2,Dry,1,0,HETH,Hermit Thrush,1,S,60,3,7,
05/05/2019,p14,46.956999,-88.14472,09:10,09:20,TRUE,AM,33-66,2,Dry,1,0,AMRO,American Robin,1,C,0,3,9,
05/05/2019,p14,46.956999,-88.14472,09:10,09:20,TRUE,AM,33-66,2,Dry,1,0,NOFL,Northern Flicker,1,C,120,2,9,
05/05/2019,FB1,46.952899,-88.150199,09:43,09:53,TRUE,swift02,66-100,2,Drizzle,0,320,HAWO,Hairy Woodpecker,1,C,0,2,0,
05/05/2019,FB1,46.952899,-88.150199,09:43,09:53,TRUE,swift02,66-100,2,Drizzle,0,320,WIWR,Winter Wren,1,S,30,3,0,
05/05/2019,FB1,46.952899,-88.150199,09:43,09:53,TRUE,swift02,66-100,2,Drizzle,0,320,YRWA,Yellow-rumped Warbler,2,S,270,2,0,
05/05/2019,FB1,46.952899,-88.150199,09:43,09:53,TRUE,swift02,66-100,2,Drizzle,0,320,YBSA,Yellow-bellied Sapsucker,2,C,0,3,2,
05/05/2019,FB1,46.952899,-88.150199,09:43,09:53,TRUE,swift02,66-100,2,Drizzle,0,320,BRCR,Brown Creeper,1,C,120,2,3,
05/05/2019,FB1,46.952899,-88.150199,09:43,09:53,TRUE,swift02,66-100,2,Drizzle,0,320,AMRO,American Robin,1,C,180,3,3,
05/05/2019,FB1,46.952899,-88.150199,09:43,09:53,TRUE,swift02,66-100,2,Drizzle,0,320,COGR,Common Grackle,1,C,NA,3,6,F
05/06/2019,p11,46.963203,-88.148531,08:59,09:09,TRUE,swift03,0-33,1,Dry,0,180,RCKI,Ruby-Crowned Kinglet,2,S,90,2,0,
05/06/2019,p11,46.963203,-88.148531,08:59,09:09,TRUE,swift03,0-33,1,Dry,0,180,BCCH,Black-capped Chickadee,2,S,0,2,0,
05/06/2019,p11,46.963203,-88.148531,08:59,09:09,TRUE,swift03,0-33,1,Dry,0,180,BLJA,Blue Jay,2,C,0,3,0,
05/06/2019,p11,46.963203,-88.148531,08:59,09:09,TRUE,swift03,0-33,1,Dry,0,180,PIWO,Pileated Woodpecker,1,D,300,3,1,
05/06/2019,p11,46.963203,-88.148531,08:59,09:09,TRUE,swift03,0-33,1,Dry,0,180,YBSA,Yellow-bellied Sapsucker,1,D,300,3,3,
05/06/2019,p11,46.963203,-88.148531,08:59,09:09,TRUE,swift03,0-33,1,Dry,0,180,passerine sp.,passerine sp.,1,C,20,2,4,
05/06/2019,p11,46.963203,-88.148531,08:59,09:09,TRUE,swift03,0-33,1,Dry,0,180,BHVI,Blue-headed Vireo,1,S,300,2,4,very slow three note phrases
05/06/2019,p11,46.963203,-88.148531,08:59,09:09,TRUE,swift03,0-33,1,Dry,0,180,YRWA,Yellow-rumped Warbler,1,S,220,3,5,
05/06/2019,p11,46.963203,-88.148531,08:59,09:09,TRUE,swift03,0-33,1,Dry,0,180,WTSP,White-throated Sparrow,1,S,330,3,7,
05/06/2019,p11,46.963203,-88.148531,08:59,09:09,TRUE,swift03,0-33,1,Dry,0,180,BRCR,Brown Creeper,2,C,80,1,8,
05/06/2019,p3,46.954477,-88.161507,09:30,09:40,TRUE,swift01,0-33,2,Dry,0,0,YRWA,Yellow-rumped Warbler,2,S,80,3,0,
05/06/2019,p3,46.954477,-88.161507,09:30,09:40,TRUE,swift01,0-33,2,Dry,0,0,BRCR,Brown Creeper,3,C,120,2,1,
05/06/2019,p3,46.954477,-88.161507,09:30,09:40,TRUE,swift01,0-33,2,Dry,0,0,RBNU,Red-breasted Nuthatch,1,S,0,3,2,
05/06/2019,p3,46.954477,-88.161507,09:30,09:40,TRUE,swift01,0-33,2,Dry,0,0,SWTH,Swainson’s Thrush,1,V,300,1,3,
05/06/2019,p3,46.954477,-88.161507,09:30,09:40,TRUE,swift01,0-33,2,Dry,0,0,GCKI,Golden-crowned Kinglet,1,C,90,2,3,
05/06/2019,p3,46.954477,-88.161507,09:30,09:40,TRUE,swift01,0-33,2,Dry,0,0,YBSA,Yellow-bellied Sapsucker,1,D,90,3,9,
05/06/2019,p15,46.96482,-88.144294,10:05,10:15,TRUE,swift02,33-66,3,Dry,0,320,WTSP,White-throated Sparrow,1,S,30,3,0,
05/06/2019,p15,46.96482,-88.144294,10:05,10:15,TRUE,swift02,33-66,3,Dry,0,320,CORA,Common Raven,1,C,330,3,1,
05/06/2019,p15,46.96482,-88.144294,10:05,10:15,TRUE,swift02,33-66,3,Dry,0,320,YBSA,Yellow-bellied Sapsucker,2,D,90,3,4,
05/06/2019,p15,46.96482,-88.144294,10:05,10:15,TRUE,swift02,33-66,3,Dry,0,320,BRCR,Brown Creeper,1,S,300,2,9,
05/06/2019,p15,46.96482,-88.144294,10:05,10:15,TRUE,swift02,33-66,3,Dry,0,320,WIWR,Winter Wren,1,S,90,3,9,
05/06/2019,p18,46.960499,-88.137794,10:37,10:47,TRUE,AM,0-33,2,Dry,1,320,YBSA,Yellow-bellied Sapsucker,2,V,0,1,0,
05/06/2019,p18,46.960499,-88.137794,10:37,10:47,TRUE,AM,0-33,2,Dry,1,320,RCKI,Ruby-Crowned Kinglet,1,S,90,1,0,
05/06/2019,p18,46.960499,-88.137794,10:37,10:47,TRUE,AM,0-33,2,Dry,1,320,WTSP,White-throated Sparrow,3,S,45,2,0,
05/06/2019,p18,46.960499,-88.137794,10:37,10:47,TRUE,AM,0-33,2,Dry,1,320,AMCR,American Crow,1,C,0,3,1,
05/06/2019,p18,46.960499,-88.137794,10:37,10:47,TRUE,AM,0-33,2,Dry,1,320,YRWA,Yellow-rumped Warbler,1,V,0,1,1,
05/06/2019,p18,46.960499,-88.137794,10:37,10:47,TRUE,AM,0-33,2,Dry,1,320,CHSP,Chipping Sparrow,1,V,180,1,2,
05/06/2019,p18,46.960499,-88.137794,10:37,10:47,TRUE,AM,0-33,2,Dry,1,320,BCCH,Black-capped Chickadee,1,C,240,2,2,
05/06/2019,p8,46.957621,-88.155355,11:10,11:20,FALSE,NA,33-66,3,Dry,0,180,BCCH,Black-capped Chickadee,2,C,180,1,0,
05/06/2019,p8,46.957621,-88.155355,11:10,11:20,FALSE,NA,33-66,3,Dry,0,180,RCKI,Ruby-Crowned Kinglet,1,S,180,2,0,
05/06/2019,p8,46.957621,-88.155355,11:10,11:20,FALSE,NA,33-66,3,Dry,0,180,passerine sp.,passerine sp.,1,C,180,2,2,"whistle call, one note"
05/06/2019,p8,46.957621,-88.155355,11:10,11:20,FALSE,NA,33-66,3,Dry,0,180,GCKI,Golden-crowned Kinglet,1,S,160,2,2,
05/06/2019,p8,46.957621,-88.155355,11:10,11:20,FALSE,NA,33-66,3,Dry,0,180,BLJA,Blue Jay,2,C,200,1,4,
05/06/2019,p8,46.957621,-88.155355,11:10,11:20,FALSE,NA,33-66,3,Dry,0,180,YBSA,Yellow-bellied Sapsucker,1,D,300,3,7,
05/07/2019,p13,46.95824,-88.149139,08:36,08:46,TRUE,swift02,0-33,1,Dry,0,200,WTSP,White-throated Sparrow,4,S,90,2,0,
05/07/2019,p13,46.95824,-88.149139,08:36,08:46,TRUE,swift02,0-33,1,Dry,0,200,GCKI,Golden-crowned Kinglet,5,C,0,1,0,
05/07/2019,p13,46.95824,-88.149139,08:36,08:46,TRUE,swift02,0-33,1,Dry,0,200,HAWO,Hairy Woodpecker,1,D,0,3,0,
05/07/2019,p13,46.95824,-88.149139,08:36,08:46,TRUE,swift02,0-33,1,Dry,0,200,YRWA,Yellow-rumped Warbler,1,S,200,3,1,
05/07/2019,p13,46.95824,-88.149139,08:36,08:46,TRUE,swift02,0-33,1,Dry,0,200,AMRO,American Robin,1,S,30,3,1,
05/07/2019,p13,46.95824,-88.149139,08:36,08:46,TRUE,swift02,0-33,1,Dry,0,200,RCKI,Ruby-Crowned Kinglet,8,V,0,1,3,
05/07/2019,p13,46.95824,-88.149139,08:36,08:46,TRUE,swift02,0-33,1,Dry,0,200,WIWR,Winter Wren,2,S,330,2,5,
05/07/2019,p13,46.95824,-88.149139,08:36,08:46,TRUE,swift02,0-33,1,Dry,0,200,YBSA,Yellow-bellied Sapsucker,1,D,70,2,8,
05/07/2019,p13,46.95824,-88.149139,08:36,08:46,TRUE,swift02,0-33,1,Dry,0,200,BCCH,Black-capped Chickadee,2,C,0,2,8,
05/07/2019,p10,46.959215,-88.152172,08:58,09:08,TRUE,swift03,0-33,1,Dry,0,190,GCKI,Golden-crowned Kinglet,2,C,0,1,0,
05/07/2019,p10,46.959215,-88.152172,08:58,09:08,TRUE,swift03,0-33,1,Dry,0,190,WTSP,White-throated Sparrow,1,S,270,2,0,
05/07/2019,p10,46.959215,-88.152172,08:58,09:08,TRUE,swift03,0-33,1,Dry,0,190,CORA,Common Raven,1,C,200,3,1,
05/07/2019,p10,46.959215,-88.152172,08:58,09:08,TRUE,swift03,0-33,1,Dry,0,190,passerine sp.,passerine sp.,2,S,250,2,3,"slurry, PUFI-ish song but LONG"
05/07/2019,p10,46.959215,-88.152172,08:58,09:08,TRUE,swift03,0-33,1,Dry,0,190,DOWO,Downy Woodpecker,1,D,300,1,5,
05/07/2019,p10,46.959215,-88.152172,08:58,09:08,TRUE,swift03,0-33,1,Dry,0,190,HAWO,Hairy Woodpecker,1,D,300,3,5,
05/07/2019,p10,46.959215,-88.152172,08:58,09:08,TRUE,swift03,0-33,1,Dry,0,190,PIWO,Pileated Woodpecker,1,D,330,3,6,
05/07/2019,p10,46.959215,-88.152172,08:58,09:08,TRUE,swift03,0-33,1,Dry,0,190,AMGO,American Goldfinch,1,C,NA,2,6,F
05/07/2019,p10,46.959215,-88.152172,08:58,09:08,TRUE,swift03,0-33,1,Dry,0,190,RCKI,Ruby-Crowned Kinglet,1,S,280,2,7,
05/07/2019,p10,46.959215,-88.152172,08:58,09:08,TRUE,swift03,0-33,1,Dry,0,190,BRCR,Brown Creeper,1,C,270,1,8,
05/07/2019,p17,46.958969,-88.14173,09:35,09:45,FALSE,NA,0-33,2,Dry,0,180,WTSP,White-throated Sparrow,2,S,0,1,0,
05/07/2019,p17,46.958969,-88.14173,09:35,09:45,FALSE,NA,0-33,2,Dry,0,180,RCKI,Ruby-Crowned Kinglet,3,S,30,1,0,
05/07/2019,p17,46.958969,-88.14173,09:35,09:45,FALSE,NA,0-33,2,Dry,0,180,HETH,Hermit Thrush,1,S,120,3,0,
05/07/2019,p17,46.958969,-88.14173,09:35,09:45,FALSE,NA,0-33,2,Dry,0,180,AMRO,American Robin,1,C,90,2,0,
05/07/2019,p17,46.958969,-88.14173,09:35,09:45,FALSE,NA,0-33,2,Dry,0,180,BCCH,Black-capped Chickadee,1,S,300,2,2,
05/07/2019,p17,46.958969,-88.14173,09:35,09:45,FALSE,NA,0-33,2,Dry,0,180,WIWR,Winter Wren,1,S,220,1,5,
05/07/2019,p17,46.958969,-88.14173,09:35,09:45,FALSE,NA,0-33,2,Dry,0,180,NOFL,Northern Flicker,2,C,200,2,7,
05/07/2019,p1,46.954928,-88.170125,10:18,10:28,TRUE,swift01,0-33,1,Dry,0,130,CORA,Common Raven,1,C,180,3,0,
05/07/2019,p1,46.954928,-88.170125,10:18,10:28,TRUE,swift01,0-33,1,Dry,0,130,bird sp.,bird sp.,1,C,NA,2,0,F
05/07/2019,p1,46.954928,-88.170125,10:18,10:28,TRUE,swift01,0-33,1,Dry,0,130,YRWA,Yellow-rumped Warbler,2,S,0,1,0,
05/07/2019,p1,46.954928,-88.170125,10:18,10:28,TRUE,swift01,0-33,1,Dry,0,130,GCKI,Golden-crowned Kinglet,1,C,300,1,2,
05/07/2019,p1,46.954928,-88.170125,10:18,10:28,TRUE,swift01,0-33,1,Dry,0,130,RCKI,Ruby-Crowned Kinglet,1,S,180,2,8,
05/07/2019,p9,46.962745,-88.15338,10:57,11:07,TRUE,AM,0-33,1,Dry,0,270,BCCH,Black-capped Chickadee,1,C,180,1,1,
05/07/2019,p9,46.962745,-88.15338,10:57,11:07,TRUE,AM,0-33,1,Dry,0,270,WIWR,Winter Wren,1,S,45,2,4,
05/07/2019,p9,46.962745,-88.15338,10:57,11:07,TRUE,AM,0-33,1,Dry,0,270,BAEA,Bald Eagle,1,C,0,2,8,
05/08/2019,p1,46.956934,-88.170076,09:20,09:30,TRUE,swift01,66-100,2,Dry,0,180,YRWA,Yellow-rumped Warbler,1,S,270,2,0,
05/08/2019,p1,46.956934,-88.170076,09:20,09:30,TRUE,swift01,66-100,2,Dry,0,180,PUFI,Purple Finch,1,S,300,3,0,
05/08/2019,p1,46.956934,-88.170076,09:20,09:30,TRUE,swift01,66-100,2,Dry,0,180,BHVI,Blue-headed Vireo,1,S,300,3,5,
05/08/2019,p1,46.956934,-88.170076,09:20,09:30,TRUE,swift01,66-100,2,Dry,0,180,passerine sp.,passerine sp.,1,S,30,2,6,"burbly, almost blackbird-like, brief"
05/08/2019,p1,46.956934,-88.170076,09:20,09:30,TRUE,swift01,66-100,2,Dry,0,180,GCKI,Golden-crowned Kinglet,1,C,270,2,7,
05/08/2019,p1,46.956934,-88.170076,09:20,09:30,TRUE,swift01,66-100,2,Dry,0,180,WIWR,Winter Wren,1,S,330,3,8,
05/08/2019,p1,46.956934,-88.170076,09:20,09:30,TRUE,swift01,66-100,2,Dry,0,180,RBNU,Red-breasted Nuthatch,1,S,0,3,9,
05/08/2019,p4,46.957021,-88.161742,10:01,10:11,TRUE,AM,66-100,2,Dry,1,230,YRWA,Yellow-rumped Warbler,3,S,45,2,0,
05/08/2019,p4,46.957021,-88.161742,10:01,10:11,TRUE,AM,66-100,2,Dry,1,230,CORA,Common Raven,4,C,230,3,1,
05/08/2019,p4,46.957021,-88.161742,10:01,10:11,TRUE,AM,66-100,2,Dry,1,230,BAEA,Bald Eagle,1,C,30,3,5,
05/08/2019,p4,46.957021,-88.161742,10:01,10:11,TRUE,AM,66-100,2,Dry,1,230,passerine sp.,passerine sp.,1,C,30,1,8,light chip note
05/08/2019,p15,46.965871,-88.144294,10:24,10:34,TRUE,swift03,66-100,3,Dry,1,180,TUVU,Turkey Vulture,1,V,NA,1,0,F
05/08/2019,p15,46.965871,-88.144294,10:24,10:34,TRUE,swift03,66-100,3,Dry,1,180,AMCR,American Crow,1,C,220,3,1,
05/08/2019,p15,46.965871,-88.144294,10:24,10:34,TRUE,swift03,66-100,3,Dry,1,180,bird sp.,bird sp.,1,C,0,2,9,soft chip note
05/08/2019,p14,46.957103,-88.144868,10:49,10:59,TRUE,swift02,66-100,4,Dry,2,140,WIWR,Winter Wren,1,S,0,2,0,
05/08/2019,p14,46.957103,-88.144868,10:49,10:59,TRUE,swift02,66-100,4,Dry,2,140,AMRO,American Robin,2,C,40,2,1,
05/08/2019,p14,46.957103,-88.144868,10:49,10:59,TRUE,swift02,66-100,4,Dry,2,140,AMCR,American Crow,1,C,180,3,1,
05/08/2019,p14,46.957103,-88.144868,10:49,10:59,TRUE,swift02,66-100,4,Dry,2,140,BCCH,Black-capped Chickadee,3,C,0,3,1,
05/08/2019,p14,46.957103,-88.144868,10:49,10:59,TRUE,swift02,66-100,4,Dry,2,140,WTSP,White-throated Sparrow,2,S,280,3,2,
05/08/2019,p14,46.957103,-88.144868,10:49,10:59,TRUE,swift02,66-100,4,Dry,2,140,NOFL,Northern Flicker,1,C,0,3,2,
05/08/2019,p14,46.957103,-88.144868,10:49,10:59,TRUE,swift02,66-100,4,Dry,2,140,bird sp.,bird sp.,1,C,30,1,3,chip notes
05/08/2019,p14,46.957103,-88.144868,10:49,10:59,TRUE,swift02,66-100,4,Dry,2,140,BHCO,Brown-headed Cowbird,1,S,30,1,3,
05/08/2019,p14,46.957103,-88.144868,10:49,10:59,TRUE,swift02,66-100,4,Dry,2,140,COGR,Common Grackle,1,C,NA,2,7,F
05/08/2019,p11,46.963101,-88.148507,11:15,11:25,FALSE,NA,66-100,3,Dry,1,0,GCKI,Golden-crowned Kinglet,1,C,90,1,0,
05/08/2019,p11,46.963101,-88.148507,11:15,11:25,FALSE,NA,66-100,3,Dry,1,0,MERL,Merlin,1,C,300,3,1,
05/08/2019,p11,46.963101,-88.148507,11:15,11:25,FALSE,NA,66-100,3,Dry,1,0,PISI,Pine Siskin,1,C,300,2,2,possibly song not call? Unsure.
05/08/2019,p11,46.963101,-88.148507,11:15,11:25,FALSE,NA,66-100,3,Dry,1,0,BLJA,Blue Jay,1,C,0,2,8,
05/11/2019,p6,46.960948,-88.156871,08:25,08:35,FALSE,NA,33-66,1,Dry,0,240,WIWR,Winter Wren,1,S,90,2,0,
05/11/2019,p6,46.960948,-88.156871,08:25,08:35,FALSE,NA,33-66,1,Dry,0,240,BCCH,Black-capped Chickadee,4,C,110,1,0,
05/11/2019,p6,46.960948,-88.156871,08:25,08:35,FALSE,NA,33-66,1,Dry,0,240,RCKI,Ruby-Crowned Kinglet,1,S,200,2,4,
05/11/2019,p6,46.960948,-88.156871,08:25,08:35,FALSE,NA,33-66,1,Dry,0,240,GCKI,Golden-crowned Kinglet,1,S,30,2,4,
05/11/2019,p6,46.960948,-88.156871,08:25,08:35,FALSE,NA,33-66,1,Dry,0,240,RBNU,Red-breasted Nuthatch,1,S,0,3,6,
05/11/2019,p6,46.960948,-88.156871,08:25,08:35,FALSE,NA,33-66,1,Dry,0,240,HETH,Hermit Thrush,1,V,20,1,9,
05/11/2019,p9,46.962742,-88.153318,08:51,09:01,TRUE,AM,33-66,1,Dry,0,40,YRWA,Yellow-rumped Warbler,2,S,120,1,0,
05/11/2019,p9,46.962742,-88.153318,08:51,09:01,TRUE,AM,33-66,1,Dry,0,40,WBNU,White-breasted Nuthatch,1,S,300,3,0,
05/11/2019,p9,46.962742,-88.153318,08:51,09:01,TRUE,AM,33-66,1,Dry,0,40,GCKI,Golden-crowned Kinglet,1,C,270,2,2,
05/11/2019,p9,46.962742,-88.153318,08:51,09:01,TRUE,AM,33-66,1,Dry,0,40,bird sp.,bird sp.,1,C,0,2,3,one note beep call- but not a spring peeper
05/11/2019,p9,46.962742,-88.153318,08:51,09:01,TRUE,AM,33-66,1,Dry,0,40,AMCR,American Crow,1,C,180,3,7,
05/11/2019,p9,46.962742,-88.153318,08:51,09:01,TRUE,AM,33-66,1,Dry,0,40,RBNU,Red-breasted Nuthatch,1,S,210,2,9,
05/11/2019,p9,46.962742,-88.153318,08:51,09:01,TRUE,AM,33-66,1,Dry,0,40,BCCH,Black-capped Chickadee,2,S,0,2,9,
05/11/2019,p5,46.960825,-88.161678,09:37,09:47,TRUE,swift03,0-33,1,Dry,1,0,YRWA,Yellow-rumped Warbler,2,S,0,3,0,
05/11/2019,p5,46.960825,-88.161678,09:37,09:47,TRUE,swift03,0-33,1,Dry,1,0,RCKI,Ruby-Crowned Kinglet,1,S,40,2,0,
05/11/2019,p5,46.960825,-88.161678,09:37,09:47,TRUE,swift03,0-33,1,Dry,1,0,GCKI,Golden-crowned Kinglet,5,V,90,1,1,
05/11/2019,p5,46.960825,-88.161678,09:37,09:47,TRUE,swift03,0-33,1,Dry,1,0,RBNU,Red-breasted Nuthatch,1,C,90,2,2,
05/11/2019,p5,46.960825,-88.161678,09:37,09:47,TRUE,swift03,0-33,1,Dry,1,0,NOFL,Northern Flicker,1,C,270,3,3,
05/11/2019,p5,46.960825,-88.161678,09:37,09:47,TRUE,swift03,0-33,1,Dry,1,0,BRCR,Brown Creeper,2,C,180,2,4,
05/11/2019,p5,46.960825,-88.161678,09:37,09:47,TRUE,swift03,0-33,1,Dry,1,0,bird sp.,bird sp.,1,C,0,2,5,chk note
05/11/2019,p5,46.960825,-88.161678,09:37,09:47,TRUE,swift03,0-33,1,Dry,1,0,AMGO,American Goldfinch,1,C,NA,2,6,F
05/11/2019,p5,46.960825,-88.161678,09:37,09:47,TRUE,swift03,0-33,1,Dry,1,0,BCCH,Black-capped Chickadee,2,S,200,3,8,
05/11/2019,p12,46.955459,-88.148311,10:10,10:20,TRUE,swift01,0-33,3,Dry,0,60,RBNU,Red-breasted Nuthatch,1,C,90,2,0,
05/11/2019,p12,46.955459,-88.148311,10:10,10:20,TRUE,swift01,0-33,3,Dry,0,60,BCCH,Black-capped Chickadee,2,C,180,2,0,
05/11/2019,p12,46.955459,-88.148311,10:10,10:20,TRUE,swift01,0-33,3,Dry,0,60,AMRO,American Robin,1,C,45,2,1,
05/11/2019,p12,46.955459,-88.148311,10:10,10:20,TRUE,swift01,0-33,3,Dry,0,60,WTSP,White-throated Sparrow,1,S,0,2,2,
05/11/2019,p12,46.955459,-88.148311,10:10,10:20,TRUE,swift01,0-33,3,Dry,0,60,PAWA,Palm Warbler,1,V,0,1,3,
05/11/2019,p12,46.955459,-88.148311,10:10,10:20,TRUE,swift01,0-33,3,Dry,0,60,YRWA,Yellow-rumped Warbler,1,S,0,2,3,
05/11/2019,p12,46.955459,-88.148311,10:10,10:20,TRUE,swift01,0-33,3,Dry,0,60,RCKI,Ruby-Crowned Kinglet,2,S,80,2,4,
05/11/2019,p12,46.955459,-88.148311,10:10,10:20,TRUE,swift01,0-33,3,Dry,0,60,WIWR,Winter Wren,1,S,180,3,7,
05/11/2019,p12,46.955459,-88.148311,10:10,10:20,TRUE,swift01,0-33,3,Dry,0,60,YBSA,Yellow-bellied Sapsucker,1,C,90,2,8,
05/11/2019,p12,46.955459,-88.148311,10:10,10:20,TRUE,swift01,0-33,3,Dry,0,60,BRCR,Brown Creeper,1,C,280,1,9,
05/11/2019,p12,46.955459,-88.148311,10:10,10:20,TRUE,swift01,0-33,3,Dry,0,60,gull sp.,gull sp.,1,C,200,3,9,
05/11/2019,p18,46.960423,-88.137795,10:52,11:02,TRUE,swift02,0-33,2,Dry,0,280,YRWA,Yellow-rumped Warbler,2,S,30,2,0,
05/11/2019,p18,46.960423,-88.137795,10:52,11:02,TRUE,swift02,0-33,2,Dry,0,280,BRCR,Brown Creeper,2,S,120,1,0,
05/11/2019,p18,46.960423,-88.137795,10:52,11:02,TRUE,swift02,0-33,2,Dry,0,280,WTSP,White-throated Sparrow,1,S,180,3,0,
05/11/2019,p18,46.960423,-88.137795,10:52,11:02,TRUE,swift02,0-33,2,Dry,0,280,AMRO,American Robin,2,V,30,2,1,
05/11/2019,p18,46.960423,-88.137795,10:52,11:02,TRUE,swift02,0-33,2,Dry,0,280,HETH,Hermit Thrush,1,C,300,2,2,
05/11/2019,p18,46.960423,-88.137795,10:52,11:02,TRUE,swift02,0-33,2,Dry,0,280,BCCH,Black-capped Chickadee,1,S,0,2,2,
05/11/2019,p18,46.960423,-88.137795,10:52,11:02,TRUE,swift02,0-33,2,Dry,0,280,YBSA,Yellow-bellied Sapsucker,2,C,90,2,3,very harsh call
05/11/2019,p18,46.960423,-88.137795,10:52,11:02,TRUE,swift02,0-33,2,Dry,0,280,BAEA,Bald Eagle,1,V,NA,2,6,F
05/11/2019,p18,46.960423,-88.137795,10:52,11:02,TRUE,swift02,0-33,2,Dry,0,280,PIWO,Pileated Woodpecker,1,C,90,3,6,
05/12/2019,p8,46.958698,-88.155534,08:27,08:37,TRUE,AM,66-100,1,Dry,1,280,YRWA,Yellow-rumped Warbler,1,S,270,2,0,
05/12/2019,p8,46.958698,-88.155534,08:27,08:37,TRUE,AM,66-100,1,Dry,1,280,BRCR,Brown Creeper,1,S,180,2,1,
05/12/2019,p8,46.958698,-88.155534,08:27,08:37,TRUE,AM,66-100,1,Dry,1,280,bird sp.,bird sp.,2,C,0,1,2,chk (soft)
05/12/2019,p8,46.958698,-88.155534,08:27,08:37,TRUE,AM,66-100,1,Dry,1,280,BHVI,Blue-headed Vireo,1,S,300,2,2,
05/12/2019,p8,46.958698,-88.155534,08:27,08:37,TRUE,AM,66-100,1,Dry,1,280,CORA,Common Raven,2,C,0,3,2,"soft, croaking call"
05/12/2019,p8,46.958698,-88.155534,08:27,08:37,TRUE,AM,66-100,1,Dry,1,280,PUFI,Purple Finch,1,S,270,2,4,
05/12/2019,p8,46.958698,-88.155534,08:27,08:37,TRUE,AM,66-100,1,Dry,1,280,bird sp.,bird sp.,1,C,NA,3,4,F
05/12/2019,p8,46.958698,-88.155534,08:27,08:37,TRUE,AM,66-100,1,Dry,1,280,RBNU,Red-breasted Nuthatch,1,S,330,3,6,
